id,class
141110,spiral
141162,smooth
141171,smooth
141332,spiral
141567,spiral
141593,smooth
141604,smooth
141605,spiral
141651,spiral
141652,spiral
141714,smooth
141722,smooth
141948,smooth
141966,smooth
141973,smooth
142008,spiral
142257,smooth
142281,smooth
142370,smooth
142375,smooth
142508,spiral
142664,smooth
142694,spiral
142745,smooth
142773,smooth
142847,spiral
142872,smooth
142905,smooth
142918,smooth
142993,spiral
143148,spiral
143160,smooth
143187,smooth
143205,smooth
143307,smooth
143333,spiral
143350,spiral
143377,smooth
143447,smooth
143531,spiral
143541,smooth
143546,smooth
143636,smooth
143730,smooth
143762,smooth
143776,smooth
143863,spiral
143868,smooth
143974,spiral
143984,spiral
143996,smooth
144012,spiral
144058,smooth
144141,spiral
144152,spiral
144324,spiral
144433,smooth
144438,spiral
144449,smooth
144475,smooth
144597,spiral
144740,smooth
144797,spiral
144866,spiral
144881,smooth
144958,spiral
144961,spiral
145016,spiral
145035,spiral
145106,spiral
145215,smooth
145248,spiral
145326,spiral
145443,spiral
145452,spiral
145586,spiral
145705,spiral
145741,spiral
145743,smooth
145793,smooth
145831,spiral
145875,spiral
145935,smooth
145976,smooth
146049,spiral
146148,spiral
146201,spiral
146233,spiral
146376,spiral
146513,spiral
146554,smooth
146645,spiral
146650,smooth
146697,spiral
146743,spiral
146808,smooth
146818,smooth
147019,smooth
147081,smooth
147111,smooth
147133,spiral
147159,smooth
147211,spiral
147218,smooth
147303,smooth
147305,smooth
147328,spiral
147441,smooth
147459,smooth
147539,smooth
147546,spiral
147627,smooth
147631,spiral
147670,smooth
147718,spiral
147800,smooth
147826,smooth
147972,spiral
148178,smooth
148223,smooth
148257,spiral
148280,smooth
148329,spiral
148461,smooth
148729,smooth
148859,smooth
148862,spiral
148937,smooth
148971,spiral
148990,smooth
149151,smooth
149254,spiral
149271,smooth
149280,spiral
149281,smooth
149364,smooth
149463,smooth
149497,smooth
149516,smooth
149798,spiral
149800,spiral
149922,spiral
149936,smooth
150004,spiral
150022,spiral
150124,smooth
150199,spiral
150353,spiral
150374,smooth
150477,spiral
150529,spiral
150545,smooth
150590,smooth
150604,smooth
150618,smooth
150623,spiral
150683,spiral
150717,spiral
150764,smooth
150798,spiral
150803,spiral
150981,smooth
151079,spiral
151180,spiral
151220,smooth
151221,smooth
151224,spiral
151323,smooth
151326,spiral
151345,spiral
151438,smooth
151561,smooth
151564,spiral
151687,spiral
151787,smooth
151845,spiral
151953,spiral
151965,spiral
152041,spiral
152141,spiral
152494,spiral
152535,spiral
152539,smooth
152567,spiral
152733,spiral
152814,spiral
153016,smooth
153037,spiral
153102,smooth
153132,spiral
153194,smooth
153197,spiral
153243,spiral
153258,spiral
153378,smooth
153381,smooth
153427,smooth
153463,smooth
153492,spiral
153603,spiral
153647,spiral
153666,spiral
153709,smooth
153831,smooth
153842,smooth
153858,smooth
153888,smooth
153933,spiral
153988,spiral
154009,smooth
154067,spiral
154073,smooth
154222,spiral
154238,smooth
154268,smooth
154309,spiral
154322,smooth
154367,spiral
154396,smooth
154409,spiral
154426,spiral
154505,spiral
154521,smooth
154538,smooth
154549,spiral
154618,smooth
154619,spiral
154726,spiral
154816,spiral
154824,smooth
154875,spiral
154900,smooth
154956,smooth
154967,spiral
154986,smooth
154994,smooth
155000,spiral
155077,smooth
155188,spiral
155242,spiral
155251,spiral
155350,smooth
155379,spiral
155393,spiral
155527,smooth
155564,spiral
155631,smooth
155662,spiral
155816,smooth
155865,smooth
155973,spiral
156023,smooth
156038,spiral
156116,smooth
156196,spiral
156209,smooth
156218,smooth
156227,smooth
156250,smooth
156281,spiral
156291,spiral
156321,spiral
156339,spiral
156341,spiral
156360,smooth
156396,spiral
156585,smooth
156748,spiral
156788,spiral
156798,smooth
156813,smooth
156879,spiral
156944,smooth
156995,smooth
157038,smooth
157106,smooth
157161,spiral
157247,spiral
157278,smooth
157309,spiral
157382,smooth
157416,smooth
157443,spiral
157498,smooth
157525,smooth
157596,spiral
157617,spiral
157660,spiral
157726,spiral
157779,smooth
157815,spiral
157837,spiral
157852,smooth
157861,smooth
157899,smooth
157926,smooth
157982,smooth
158085,spiral
158138,spiral
158193,spiral
158414,smooth
158457,smooth
158512,smooth
158520,smooth
158575,spiral
158626,spiral
158651,smooth
158767,spiral
158787,smooth
158912,spiral
159015,spiral
159053,smooth
159066,spiral
159094,spiral
159174,smooth
159263,smooth
159299,spiral
159327,smooth
159369,smooth
159446,smooth
159483,smooth
159521,smooth
159552,smooth
159575,spiral
159630,spiral
159781,spiral
159820,smooth
159880,smooth
159949,smooth
160030,spiral
160058,smooth
160100,smooth
160115,spiral
160144,spiral
160161,spiral
160290,smooth
160302,smooth
160385,spiral
160426,spiral
160430,smooth
160578,spiral
160693,spiral
160708,spiral
160722,smooth
160773,spiral
160815,smooth
160851,spiral
160862,smooth
160870,smooth
160901,spiral
160904,smooth
160934,smooth
160937,smooth
160962,spiral
160963,spiral
160966,spiral
160999,spiral
161030,spiral
161031,smooth
161178,smooth
161230,spiral
161243,spiral
161248,smooth
161279,spiral
161289,spiral
161300,smooth
161372,smooth
161407,spiral
161494,spiral
161583,smooth
161650,smooth
161783,smooth
161798,smooth
161845,smooth
161858,smooth
161901,spiral
162141,spiral
162234,spiral
162301,spiral
162348,smooth
162372,spiral
162469,spiral
162557,spiral
162565,smooth
162608,spiral
162627,spiral
162691,spiral
162752,smooth
162769,smooth
162832,smooth
162864,smooth
162916,spiral
163023,spiral
163160,spiral
163221,spiral
163284,smooth
163299,smooth
163311,smooth
163435,smooth
163537,spiral
163545,spiral
163697,smooth
163699,spiral
163726,smooth
163745,spiral
163755,smooth
163772,smooth
163809,spiral
163861,smooth
164005,spiral
164198,smooth
164226,smooth
164433,smooth
164492,spiral
164546,spiral
164547,smooth
164550,smooth
164564,spiral
164569,spiral
164609,smooth
164730,spiral
164786,spiral
164828,smooth
164832,spiral
164862,spiral
164918,spiral
165083,spiral
165338,spiral
165341,smooth
165354,spiral
165389,smooth
165449,smooth
165533,smooth
165588,smooth
165614,smooth
165873,spiral
165894,spiral
165916,smooth
165983,spiral
166003,spiral
166007,smooth
166036,spiral
166037,smooth
166062,spiral
166231,spiral
166250,smooth
166254,smooth
166303,spiral
166317,spiral
166337,smooth
166347,smooth
166388,smooth
166402,spiral
166523,spiral
166592,smooth
166614,spiral
166672,smooth
166712,smooth
166755,spiral
166786,smooth
166859,smooth
166936,smooth
166980,spiral
166989,spiral
167074,spiral
167086,spiral
167104,spiral
167288,spiral
167352,smooth
167416,spiral
167460,smooth
167529,smooth
167573,spiral
167574,smooth
167609,spiral
167613,smooth
167700,smooth
167716,spiral
167728,smooth
167782,spiral
167786,smooth
167935,spiral
168064,smooth
168190,spiral
168197,smooth
168217,spiral
168225,spiral
168425,spiral
168472,smooth
168474,smooth
168490,spiral
168491,spiral
168533,spiral
168558,spiral
168615,smooth
168640,smooth
168657,smooth
168724,smooth
168733,spiral
168795,smooth
168858,smooth
169144,spiral
169214,smooth
169298,smooth
169311,smooth
169363,spiral
169391,spiral
169492,smooth
169505,spiral
169559,smooth
169651,smooth
169660,spiral
169679,smooth
169728,spiral
169760,smooth
169850,smooth
169897,smooth
169906,spiral
170056,smooth
170070,smooth
170119,smooth
170144,smooth
170168,spiral
170173,smooth
170208,spiral
170224,smooth
170259,smooth
170278,smooth
170286,smooth
170324,spiral
170517,smooth
170565,spiral
170579,smooth
170583,smooth
170648,smooth
170744,smooth
170760,smooth
170925,smooth
171366,smooth
171436,spiral
171447,smooth
171451,smooth
171487,smooth
171558,spiral
171654,spiral
171674,spiral
171744,smooth
171766,spiral
171804,spiral
171869,spiral
171955,spiral
171971,spiral
171979,smooth
172044,spiral
172148,spiral
172156,smooth
172275,smooth
172306,smooth
172349,spiral
172356,spiral
172377,spiral
172396,smooth
172480,smooth
172508,spiral
172518,spiral
172519,spiral
172538,spiral
172541,smooth
172620,spiral
172625,spiral
172626,smooth
172693,spiral
172715,spiral
172725,spiral
172764,spiral
172792,smooth
172852,smooth
172869,smooth
173031,spiral
173107,smooth
173127,smooth
173145,smooth
173197,spiral
173198,spiral
173213,smooth
173248,smooth
173254,smooth
173255,spiral
173382,smooth
173388,spiral
173542,spiral
173756,smooth
173765,spiral
173833,spiral
173965,smooth
173991,smooth
174019,spiral
174037,smooth
174059,smooth
174068,smooth
174075,spiral
174077,spiral
174096,spiral
174126,smooth
174157,smooth
174188,smooth
174193,smooth
174245,spiral
174378,spiral
174391,smooth
174444,smooth
174635,spiral
174658,spiral
174806,spiral
174852,spiral
174863,spiral
174915,spiral
174959,spiral
175044,spiral
175165,spiral
175175,smooth
175192,smooth
175205,smooth
175237,spiral
175254,smooth
175272,spiral
175356,smooth
175379,spiral
175442,smooth
175602,spiral
175604,spiral
175668,smooth
175699,spiral
175725,spiral
175749,spiral
175812,smooth
175842,spiral
175855,spiral
175859,smooth
175917,smooth
176185,smooth
176207,spiral
176220,spiral
176293,spiral
176297,smooth
176322,spiral
176405,spiral
176434,spiral
176438,smooth
176461,smooth
176499,smooth
176553,smooth
176576,spiral
176583,spiral
176605,spiral
176633,smooth
176639,smooth
176649,smooth
176729,spiral
176756,smooth
176783,smooth
176804,spiral
176815,smooth
176981,smooth
177049,spiral
177056,spiral
177085,spiral
177194,smooth
177215,smooth
177330,spiral
177599,spiral
177620,spiral
177629,smooth
177639,spiral
177648,spiral
177755,spiral
177861,spiral
177900,spiral
177917,spiral
178005,spiral
178019,spiral
178024,smooth
178043,smooth
178071,spiral
178106,smooth
178134,smooth
178136,smooth
178305,smooth
178451,spiral
178583,smooth
178601,spiral
178693,smooth
178882,smooth
178888,smooth
179044,smooth
179049,spiral
179054,spiral
179057,smooth
179068,spiral
179099,smooth
179144,smooth
179283,spiral
179436,smooth
179441,spiral
179458,smooth
179502,spiral
179508,spiral
179580,spiral
179614,spiral
179904,smooth
179919,spiral
179921,smooth
179985,smooth
180043,spiral
180047,smooth
180124,spiral
180145,spiral
180219,spiral
180239,spiral
180253,spiral
180260,spiral
180300,spiral
180381,smooth
180392,smooth
180433,spiral
180442,spiral
180504,smooth
180544,smooth
180622,smooth
180655,spiral
180707,smooth
180728,smooth
180803,spiral
180830,spiral
180853,spiral
180881,spiral
180897,smooth
181056,smooth
181072,smooth
181091,smooth
181113,smooth
181153,spiral
181174,spiral
181205,smooth
181234,spiral
181257,smooth
181286,spiral
181369,spiral
181378,spiral
181387,spiral
181397,smooth
181400,spiral
181426,spiral
181563,smooth
181602,smooth
181745,spiral
181760,smooth
181771,smooth
181982,spiral
181985,smooth
182021,spiral
182091,smooth
182193,spiral
182224,spiral
182345,smooth
182444,spiral
182551,spiral
182642,smooth
182701,spiral
182785,spiral
182971,spiral
182972,spiral
182982,spiral
183019,smooth
183053,spiral
183079,smooth
183085,spiral
183087,spiral
183122,spiral
183259,smooth
183279,smooth
183337,smooth
183349,spiral
183461,smooth
183469,spiral
183663,spiral
183705,smooth
183767,smooth
183771,spiral
183795,smooth
183841,spiral
183976,smooth
184040,smooth
184257,spiral
184293,spiral
184305,spiral
184429,spiral
184491,spiral
184498,smooth
184674,smooth
184703,smooth
184775,smooth
184794,smooth
184838,spiral
184863,spiral
184876,spiral
184933,spiral
184945,spiral
185050,spiral
185075,smooth
185088,spiral
185095,smooth
185142,spiral
185147,smooth
185151,smooth
185153,smooth
185258,spiral
185377,spiral
185452,smooth
185463,smooth
185513,spiral
185540,spiral
185553,smooth
185561,spiral
185573,spiral
185669,spiral
185704,smooth
185710,smooth
185737,spiral
185927,smooth
186062,spiral
186129,spiral
186171,smooth
186232,smooth
186257,smooth
186271,smooth
186411,spiral
186514,spiral
186540,spiral
186542,smooth
186546,spiral
186568,smooth
186613,spiral
186634,smooth
186719,spiral
186722,spiral
186872,spiral
187041,spiral
187098,spiral
187245,smooth
187358,smooth
187361,smooth
187371,smooth
187412,spiral
187418,spiral
187424,smooth
187446,smooth
187523,spiral
187573,smooth
187574,smooth
187584,smooth
187594,spiral
187643,spiral
187666,smooth
187737,spiral
187792,spiral
187830,spiral
187886,smooth
187895,spiral
187949,smooth
187972,smooth
188009,spiral
188015,spiral
188038,spiral
188077,spiral
188163,spiral
188214,spiral
188218,smooth
188333,spiral
188431,spiral
188440,smooth
188547,spiral
188550,spiral
188569,smooth
188613,spiral
188672,smooth
188735,spiral
188796,smooth
188832,spiral
188846,spiral
188856,spiral
188923,spiral
188936,spiral
188956,spiral
189024,spiral
189041,spiral
189047,smooth
189109,spiral
189115,spiral
189162,spiral
189185,smooth
189252,spiral
189356,spiral
189468,spiral
189499,smooth
189841,smooth
189923,smooth
189965,spiral
190081,smooth
190143,smooth
190236,spiral
190331,spiral
190398,smooth
190610,spiral
190724,spiral
190745,smooth
190780,spiral
190867,spiral
190892,smooth
190904,spiral
190997,smooth
191171,spiral
191181,spiral
191189,smooth
191282,smooth
191388,smooth
191393,smooth
191483,spiral
191520,smooth
191538,spiral
191586,smooth
191669,smooth
191740,smooth
191775,spiral
191850,smooth
192016,smooth
192111,smooth
192147,spiral
192155,smooth
192267,spiral
192306,spiral
192342,smooth
192354,smooth
192491,smooth
192527,spiral
192553,smooth
192614,spiral
192652,spiral
192724,smooth
192740,smooth
192757,smooth
192828,smooth
192992,spiral
193077,spiral
193174,smooth
193365,spiral
193493,spiral
193509,spiral
193512,smooth
193585,smooth
193590,smooth
193632,smooth
193710,spiral
193739,smooth
193757,spiral
193764,smooth
193854,smooth
193873,spiral
193896,smooth
193935,spiral
193952,smooth
194028,smooth
194037,spiral
194074,smooth
194132,smooth
194205,spiral
194277,spiral
194375,spiral
194389,smooth
194397,spiral
194458,smooth
194459,smooth
194472,spiral
194722,spiral
194723,smooth
194878,smooth
194974,spiral
194979,spiral
195058,smooth
195071,smooth
195109,spiral
195190,spiral
195196,smooth
195213,spiral
195249,smooth
195255,spiral
195386,spiral
195392,smooth
195483,smooth
195592,spiral
195598,spiral
195617,spiral
195927,smooth
196191,spiral
196315,smooth
196347,spiral
196414,smooth
196440,smooth
196518,smooth
196557,spiral
196815,spiral
196816,spiral
196823,smooth
196837,spiral
196854,spiral
196865,spiral
196919,smooth
196975,smooth
197019,spiral
197064,smooth
197091,spiral
197164,smooth
197236,spiral
197269,spiral
197296,spiral
197349,spiral
197417,spiral
197573,smooth
197580,spiral
197788,smooth
197828,smooth
197840,spiral
197852,spiral
197862,smooth
197865,smooth
197899,spiral
198063,spiral
198129,smooth
198169,smooth
198191,spiral
198344,smooth
198347,spiral
198355,spiral
198368,smooth
198385,spiral
198490,smooth
198512,smooth
198514,smooth
198659,spiral
198683,spiral
198706,smooth
198721,spiral
198727,smooth
198808,smooth
198830,spiral
198840,smooth
198854,spiral
198921,spiral
199080,spiral
199101,spiral
199124,spiral
199136,spiral
199160,spiral
199191,smooth
199258,smooth
199270,spiral
199422,smooth
199454,spiral
199467,spiral
199476,spiral
199502,smooth
199745,spiral
199793,smooth
199828,smooth
199895,spiral
199904,smooth
200034,spiral
200140,spiral
200197,smooth
200221,spiral
200383,smooth
200389,spiral
200519,spiral
200547,spiral
200589,smooth
200599,smooth
200668,spiral
200689,smooth
200724,smooth
200790,spiral
200801,spiral
200893,spiral
201011,smooth
201101,spiral
201148,smooth
201214,spiral
201285,smooth
201335,smooth
201413,smooth
201460,smooth
201516,spiral
201525,spiral
201535,spiral
201548,spiral
201579,spiral
201606,smooth
201789,smooth
201806,smooth
201839,spiral
202030,spiral
202048,spiral
202093,smooth
202113,smooth
202124,smooth
202147,smooth
202226,smooth
202237,spiral
202246,smooth
202250,spiral
202262,spiral
202287,smooth
202316,spiral
202328,smooth
202369,spiral
202609,spiral
202613,spiral
202646,spiral
202655,smooth
202661,spiral
202672,smooth
202710,smooth
202770,smooth
202841,spiral
202898,spiral
202924,smooth
202952,smooth
202984,smooth
203026,smooth
203063,spiral
203223,smooth
203236,smooth
203280,smooth
203306,smooth
203418,spiral
203464,smooth
203528,spiral
203626,smooth
203658,spiral
203701,spiral
203829,smooth
203858,spiral
203887,spiral
204026,smooth
204051,spiral
204053,spiral
204071,smooth
204156,smooth
204175,smooth
204216,smooth
204289,spiral
204316,smooth
204431,smooth
204527,smooth
204571,spiral
204609,smooth
204634,spiral
204645,spiral
204676,spiral
204719,smooth
204724,smooth
204756,spiral
204788,spiral
204907,spiral
204972,spiral
205058,smooth
205103,spiral
205104,spiral
205120,smooth
205210,spiral
205235,smooth
205274,spiral
205312,spiral
205408,smooth
205451,spiral
205457,smooth
205475,smooth
205499,smooth
205501,smooth
205541,spiral
205589,smooth
205605,smooth
205658,spiral
205745,smooth
205781,smooth
205881,spiral
205928,smooth
205948,smooth
206009,smooth
206017,spiral
206025,spiral
206256,spiral
206301,smooth
206315,smooth
206330,smooth
206382,spiral
206400,smooth
206461,smooth
206509,smooth
206514,spiral
206537,smooth
206541,spiral
206567,smooth
206586,smooth
206920,spiral
206966,smooth
207011,spiral
207030,smooth
207060,smooth
207107,spiral
207118,spiral
207124,spiral
207139,spiral
207275,smooth
207337,smooth
207405,smooth
207640,smooth
207682,spiral
207866,smooth
207883,smooth
207955,spiral
208027,smooth
208080,spiral
208162,smooth
208167,spiral
208293,spiral
208304,smooth
208322,spiral
208357,smooth
208374,smooth
